"","GeneSymbol","GeneMappingID","Group","EntrezID","Pathway","Ntwrk.all","Allnet.count","Ntwrk.TLR","TLRnet.count","Ntwrk.PROT","PROTnet.count","Ntwrk.SPLICE","SPLICEnet.count","Ntwrk.TLR.hits","TLRhits.net.count","Ntwrk.PROT.hits","PROThits.net.count","Ntwrk.SPLICE.hits","SPLICEhits.net.count","Total_Path_Hits.net.count"
"143","GNAI3",270,"Novel","2773","Chagas disease (American trypanosomiasis) ; Toxoplasmosis ; Leukocyte transendothelial migration ; Chemokine signaling pathway ; Tight junction ; Long-term depression ; Gap junction ; Progesterone-mediated oocyte maturation","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"144","GNAO1",275,"Novel","2775","Chagas disease (American trypanosomiasis) ; Toxoplasmosis ; Long-term depression","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"145","GNB2L1",48,"Novel","10399",NA,"RPS2, RPL19, STAT1, IK, DYNLL1, RPS27A, UBB, ITGB1, UBC",9,"STAT1",1,NA,0,NA,0,"STAT1",1,NA,0,NA,0,1
"146","GRIN2D",410,"Novel","2906","Amyotrophic lateral sclerosis (ALS)","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"147","GSK3A",316,"Novel","2931","Chemokine signaling pathway","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"148","GSTP1",290,"Novel","2950","Prostate cancer","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"149","HADHA",320,"Novel","3030","Lysine degradation ; Propanoate metabolism ; beta-Alanine metabolism","CSNK2A2, UBC",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"150","HCLS1",228,"Novel","3059","Tight junction ; Shigellosis ; Bacterial invasion of epithelial cells ; Pathogenic Escherichia coli infection","SYK",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"151","HDAC2",35,"Novel","3066","Cell cycle ; Chronic myeloid leukemia","SIN3A, MTA2, RELA, SP1, MORF4L1, PHF12, MBD2, CHD4, RUNX1, BCL11B, CREB1, ING1, SUZ12, SIN3B, MBD3, AIRE, KLF4, PHF21A, ELMSAN1, RERE, DNTTIP1, RREB1, UBC",23,"RELA",1,NA,0,NA,0,"RELA",1,NA,0,NA,0,1
"152","HDAC4",34,"Novel","9759",NA,"SIN3A, SP1, UBE2I, ZBTB16, SFN, YWHAG, YWHAH",7,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"153","HIST1H1B",303,"Novel","3009",NA,"CCNE1, UBC",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"154","HNRNPH1",239,"Novel","3187",NA,"EGFR, MIS12, UBC",3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"155","HNRNPM",258,"Spliceosome","4670","Spliceosome","SF3B1, PRPF8, UBC",3,NA,0,"SF3B1, PRPF8",2,NA,0,NA,0,"SF3B1, PRPF8",2,NA,0,2
"156","HSP90B1",145,"Novel","7184","NOD-like receptor signaling pathway ; Prostate cancer","APOB, UBC, RAE1, PDLIM7, P4HB, HSPA5, CALR",7,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"157","HSPA5",60,"Novel","3309","Prion diseases","LDLR, HSP90B1, APOB, PRNP, UBC, EGFR",6,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"158","ICAM1",370,"Novel","3383","Leukocyte transendothelial migration ; Rheumatoid arthritis ; Cell adhesion molecules (CAMs) ; African trypanosomiasis ; Malaria ; Natural killer cell mediated cytotoxicity","UBC, ITGAM",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"159","IFIH1",396,"Novel","64135","RIG-I-like receptor signaling pathway","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"160","IK",271,"Novel","3550",NA,"UBC, THOC1, MSH2, GNB2L1, RBM10, NDUFA1, EFTUD2, XAB2, MFAP1",9,NA,0,"XAB2, THOC1, EFTUD2",3,NA,0,NA,0,"XAB2, THOC1, EFTUD2",3,NA,0,3
"161","IKBKB",45,"Toll-like receptor signaling pathway","3551","Chagas disease (American trypanosomiasis) ; MAPK signaling pathway ; Toll-like receptor signaling pathway ; Toxoplasmosis ; Chemokine signaling pathway ; Hepatitis C ; RIG-I-like receptor signaling pathway ; Osteoclast differentiation ; Shigellosis ; Apoptosis ; Pancreatic cancer ; NOD-like receptor signaling pathway ; Prostate cancer ; Epithelial cell signaling in Helicobacter pylori infection ; T cell receptor signaling pathway ; Chronic myeloid leukemia ; Neurotrophin signaling pathway","MAP3K7, RELA, COPS5, CLTC, BCL3, TNFRSF1A, CNTN2, NFKBIB, ERC1, UBC, RIPK1",11,"RIPK1, MAP3K7, RELA",3,NA,0,NA,0,"RIPK1, MAP3K7, RELA",3,NA,0,NA,0,3
"162","IL1B",379,"Toll-like receptor signaling pathway","3553","Cytokine-cytokine receptor interaction ; Chagas disease (American trypanosomiasis) ; MAPK signaling pathway ; Toll-like receptor signaling pathway ; Leishmaniasis ; Amoebiasis ; Osteoclast differentiation ; Rheumatoid arthritis ; Apoptosis ; Hematopoietic cell lineage ; African trypanosomiasis ; NOD-like receptor signaling pathway ; Prion diseases ; Malaria","A2M",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"163","IL3",383,"Novel","3562","Cytokine-cytokine receptor interaction ; Apoptosis ; Hematopoietic cell lineage ; Jak-STAT signaling pathway ; Fc epsilon RI signaling pathway","IL3RA",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"164","IL3RA",196,"Novel","3563","Cytokine-cytokine receptor interaction ; Apoptosis ; Hematopoietic cell lineage ; Jak-STAT signaling pathway","IL3",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"165","ING1",269,"Novel","3621",NA,"UBC, HDAC2, SIN3A, PCNA",4,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"166","IRAK1",305,"Toll-like receptor signaling pathway","3654","Chagas disease (American trypanosomiasis) ; Toll-like receptor signaling pathway ; Toxoplasmosis ; Leishmaniasis ; Apoptosis ; Neurotrophin signaling pathway","MYD88",1,"MYD88",1,NA,0,NA,0,"MYD88",1,NA,0,NA,0,1
"167","IRF9",284,"Novel","10379","Hepatitis C ; Osteoclast differentiation ; Jak-STAT signaling pathway","STAT1",1,"STAT1",1,NA,0,NA,0,"STAT1",1,NA,0,NA,0,1
"168","ISG15",111,"Novel","9636","RIG-I-like receptor signaling pathway","ACACB, YARS, USP18, UBC, PCNA",5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"169","ITGA1",372,"Novel","3672","Regulation of actin cytoskeleton ; Focal adhesion ; Hematopoietic cell lineage ; ECM-receptor interaction ; Arrhythmogenic right ventricular cardiomyopathy (ARVC)","ITGB1",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"170","ITGA5",363,"Novel","3678","Regulation of actin cytoskeleton ; Focal adhesion ; Phagosome ; Shigellosis ; Hematopoietic cell lineage ; Bacterial invasion of epithelial cells ; ECM-receptor interaction ; Arrhythmogenic right ventricular cardiomyopathy (ARVC)","UBC, ITGB1",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"171","ITGAM",193,"Novel","3684","Regulation of actin cytoskeleton ; Leukocyte transendothelial migration ; Leishmaniasis ; Amoebiasis ; Phagosome ; Hematopoietic cell lineage ; Cell adhesion molecules (CAMs)","ICAM1",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"172","ITGAV",235,"Novel","3685","Regulation of actin cytoskeleton ; Focal adhesion ; Phagosome ; Cell adhesion molecules (CAMs) ; ECM-receptor interaction ; Arrhythmogenic right ventricular cardiomyopathy (ARVC)","ITGB1, UBC",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"173","ITGB1",47,"Novel","3688","Regulation of actin cytoskeleton ; Toxoplasmosis ; Leukocyte transendothelial migration ; Leishmaniasis ; Focal adhesion ; Phagosome ; Shigellosis ; Bacterial invasion of epithelial cells ; Cell adhesion molecules (CAMs) ; ECM-receptor interaction ; Pathogenic Escherichia coli infection ; Arrhythmogenic right ventricular cardiomyopathy (ARVC)","GNB2L1, PXN, ITGAV, VCL, ITGA5, ITGB1BP1, ITGA1, UBC",8,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"174","ITGB1BP1",371,"Novel","9270",NA,"ITGB1",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"175","JAM3",422,"Novel","83700","Leukocyte transendothelial migration ; Tight junction ; Cell adhesion molecules (CAMs) ; Epithelial cell signaling in Helicobacter pylori infection","PARD3",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"176","JUN",65,"Toll-like receptor signaling pathway","3725","Chagas disease (American trypanosomiasis) ; MAPK signaling pathway ; Toll-like receptor signaling pathway ; Leishmaniasis ; Focal adhesion ; Osteoclast differentiation ; Rheumatoid arthritis ; GnRH signaling pathway ; Epithelial cell signaling in Helicobacter pylori infection ; T cell receptor signaling pathway ; Neurotrophin signaling pathway ; Renal cell carcinoma","UBE2I, FBXW7, COPS5, TAF12, TAF1, COPS2, RUNX1, ATF3, MED21, SPI1, SP1, PRKD1, RELA, UBC",14,"RELA",1,NA,0,NA,0,"RELA",1,NA,0,NA,0,1
"177","KAT2B",100,"Novel","8850",NA,"TAF12, ASF1B, CNTN2, RELA, UBC",5,"RELA",1,NA,0,NA,0,"RELA",1,NA,0,NA,0,1
"178","KLF4",319,"Novel","9314",NA,"SP1, HDAC2, UBC",3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"179","KLHL8",225,"Novel","57563",NA,"UBC, PSMA7, PSMA1, COPS6, PSMA3, PSMA5, PSMA2",7,NA,0,NA,0,"PSMA7, PSMA5, PSMA3, PSMA2, PSMA1",5,NA,0,NA,0,"PSMA7, PSMA5, PSMA3, PSMA2, PSMA1",5,5
"180","KRAS",221,"Novel","3845","Regulation of actin cytoskeleton ; MAPK signaling pathway ; Chemokine signaling pathway ; Tight junction ; Hepatitis C ; GnRH signaling pathway ; Pancreatic cancer ; Prostate cancer ; Long-term depression ; T cell receptor signaling pathway ; Chronic myeloid leukemia ; Gap junction ; Neurotrophin signaling pathway ; Fc epsilon RI signaling pathway ; Melanoma ; Natural killer cell mediated cytotoxicity ; VEGF signaling pathway ; Progesterone-mediated oocyte maturation ; Renal cell carcinoma","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"181","LAMP1",343,"Novel","3916","Phagosome","EGFR",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"182","LAT",27,"Novel","27040","Fc gamma R-mediated phagocytosis ; T cell receptor signaling pathway ; Fc epsilon RI signaling pathway ; Natural killer cell mediated cytotoxicity","SYK, UBC",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"183","LDHB",402,"Novel","3945","Propanoate metabolism","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"184","LDLR",143,"Novel","3949","Toxoplasmosis ; Endocytosis ; Hepatitis C","APOB, MYLIP, UBC, HSPA5",4,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"185","LIG1",373,"Novel","3978","Base excision repair ; DNA replication ; Mismatch repair","UBC, PCNA",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"186","LPXN",136,"Novel","9404",NA,"VCL",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"187","LRIG1",345,"Novel","26018",NA,"UBC, EGFR",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"188","LRP1",237,"Novel","4035","Malaria","UBC, A2M, CALR",3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"189","LSM4",78,"Spliceosome","25804","Spliceosome","LSM6, SNRPD3, UBC, PRPF8",4,NA,0,"LSM6, PRPF8, SNRPD3",3,NA,0,NA,0,"SNRPD3, PRPF8, LSM6",3,NA,0,3
"190","LSM6",219,"Spliceosome","11157","Spliceosome","PRPF8, LSM4, SNRPD3",3,NA,0,"LSM4, PRPF8, SNRPD3",3,NA,0,NA,0,"SNRPD3, PRPF8, LSM4",3,NA,0,3
"191","LUC7L",77,"Novel","55692",NA,"SNRPC, PRPF8, SNRPD3",3,NA,0,"PRPF8, SNRPD3, SNRPC",3,NA,0,NA,0,"SNRPD3, SNRPC, PRPF8",3,NA,0,3
"192","LY96",421,"Toll-like receptor signaling pathway","23643","Toll-like receptor signaling pathway ; Toxoplasmosis ; Pathogenic Escherichia coli infection","TLR4",1,"TLR4",1,NA,0,NA,0,"TLR4",1,NA,0,NA,0,1
"193","MAF1",231,"Novel","84232",NA,"CSNK2A2",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"194","MAP2K6",217,"Toll-like receptor signaling pathway","5608","MAPK signaling pathway ; Toll-like receptor signaling pathway ; Toxoplasmosis ; Osteoclast differentiation ; Amyotrophic lateral sclerosis (ALS) ; GnRH signaling pathway ; Fc epsilon RI signaling pathway","UBC, RELA, MAP3K7",3,"MAP3K7, RELA",2,NA,0,NA,0,"MAP3K7, RELA",2,NA,0,NA,0,2
"195","MAP3K3",212,"Novel","4215","MAPK signaling pathway ; GnRH signaling pathway ; Neurotrophin signaling pathway","UBC, MAP3K7",2,"MAP3K7",1,NA,0,NA,0,"MAP3K7",1,NA,0,NA,0,1
"196","MAP3K7",46,"Toll-like receptor signaling pathway","6885","MAPK signaling pathway ; Toll-like receptor signaling pathway ; Toxoplasmosis ; Leishmaniasis ; RIG-I-like receptor signaling pathway ; Osteoclast differentiation ; NOD-like receptor signaling pathway ; T cell receptor signaling pathway","EIF2AK2, RELA, TLR4, CLTC, MYD88, TIRAP, MAP3K3, MAP2K6, TNFRSF1A, CARD11, SMAD6, UBC, RIPK1, IKBKB",14,"TIRAP, RIPK1, TLR4, RELA, MAP2K6, MYD88, IKBKB",7,NA,0,NA,0,"TIRAP, RIPK1, TLR4, RELA, MAP2K6, MYD88, IKBKB",7,NA,0,NA,0,7
"197","MAP3K8",255,"Toll-like receptor signaling pathway","1326","MAPK signaling pathway ; Toll-like receptor signaling pathway ; T cell receptor signaling pathway","RELA",1,"RELA",1,NA,0,NA,0,"RELA",1,NA,0,NA,0,1
"198","MAPK13",329,"Toll-like receptor signaling pathway","5603","Chagas disease (American trypanosomiasis) ; MAPK signaling pathway ; Toll-like receptor signaling pathway ; Toxoplasmosis ; Leukocyte transendothelial migration ; Leishmaniasis ; Hepatitis C ; RIG-I-like receptor signaling pathway ; Osteoclast differentiation ; Shigellosis ; Amyotrophic lateral sclerosis (ALS) ; GnRH signaling pathway ; NOD-like receptor signaling pathway ; Epithelial cell signaling in Helicobacter pylori infection ; T cell receptor signaling pathway ; Neurotrophin signaling pathway ; Fc epsilon RI signaling pathway ; VEGF signaling pathway ; Progesterone-mediated oocyte maturation","MBP, MAPKAPK3",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"199","MAPKAPK3",175,"Novel","7867","MAPK signaling pathway ; VEGF signaling pathway","MAPK13, UBC",2,"MAPK13",1,NA,0,NA,0,"MAPK13",1,NA,0,NA,0,1
"200","MARCKSL1",377,"Novel","65108","Leishmaniasis ; Fc gamma R-mediated phagocytosis","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"201","MAX",201,"Novel","4149","MAPK signaling pathway","MXI1, MSH2",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"202","MBD2",163,"Novel","8932",NA,"MBD3, HDAC2, MTA2",3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"203","MBD3",304,"Novel","53615",NA,"MBD2, HDAC2, CHD4, MTA2",4,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"204","MBP",176,"Novel","4155",NA,"MAPK13",1,"MAPK13",1,NA,0,NA,0,"MAPK13",1,NA,0,NA,0,1
"205","MCM3AP",264,"Novel","8888",NA,"RAE1, UBC, THOC2, POLDIP3",4,NA,0,"THOC2",1,NA,0,NA,0,"THOC2",1,NA,0,1
"206","MDM4",279,"Novel","4194",NA,"SFN, YWHAG, UBC",3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"207","MED21",253,"Novel","9412",NA,"UBC, JUN",2,"JUN",1,NA,0,NA,0,"JUN",1,NA,0,NA,0,1
"208","MFAP1",56,"Novel","4236",NA,"PRPF8, SNW1, SF3B1, XAB2, SF3B2, SNRPD3, RBM39, SF3B6, BCAS2, IK, PRPF38A, UBC",12,NA,0,"PRPF38A, XAB2, SF3B1, SNW1, SF3B2, PRPF8, BCAS2, SNRPD3",8,NA,0,NA,0,"XAB2, SNW1, SNRPD3, SF3B2, SF3B1, PRPF8, PRPF38A, BCAS2",8,NA,0,8
"209","MIS12",115,"Novel","79003",NA,"BUB1B, HNRNPH1",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"210","MORF4L1",93,"Novel","10933",NA,"PHF12, SIN3B, PALB2, HDAC2, UBC, SIN3A",6,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"211","MSH2",4,"Novel","4436","Mismatch repair","PCNA, XPA, E2F3, ATR, POLE, MAX, IK, UBC, UBB",9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"212","MTA2",39,"Novel","9219",NA,"MBD2, CHD4, MBD3, SIN3A, HDAC2, UBC",6,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"213","MUTYH",227,"Novel","4595","Base excision repair","UBC, PCNA",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"214","MVB12A",297,"Novel","93343","Endocytosis","VPS37C, TSG101, UBC",3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"215","MVB12B",296,"Novel","89853","Endocytosis","TSG101",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"216","MXI1",416,"Novel","4601",NA,"MAX",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"217","MYBL2",244,"Novel","4605",NA,"E2F3, CCNE1",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"218","MYD88",165,"Toll-like receptor signaling pathway","4615","Chagas disease (American trypanosomiasis) ; Toll-like receptor signaling pathway ; Toxoplasmosis ; Leishmaniasis ; Apoptosis ; African trypanosomiasis ; Malaria","TIRAP, IRAK1, TLR2, MAP3K7, TLR4, UBC",6,"TIRAP, TLR4, TLR2, MAP3K7, IRAK1",5,NA,0,NA,0,"TIRAP, TLR4, TLR2, MAP3K7, IRAK1",5,NA,0,NA,0,5
"219","MYH7B",382,"Novel","57644","Tight junction","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"220","MYLIP",400,"Novel","29116",NA,"LDLR, UBC",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"221","NDUFA1",61,"Novel","4694",NA,"SF3B2, RBM39, IK",3,NA,0,"SF3B2",1,NA,0,NA,0,"SF3B2",1,NA,0,1
"222","NFKBIB",333,"Novel","4793","Toxoplasmosis ; Chemokine signaling pathway ; Leishmaniasis ; RIG-I-like receptor signaling pathway ; Shigellosis ; NOD-like receptor signaling pathway ; T cell receptor signaling pathway ; Neurotrophin signaling pathway","IKBKB, RELA",2,"RELA, IKBKB",2,NA,0,NA,0,"RELA, IKBKB",2,NA,0,NA,0,2
"223","NFKBIE",360,"Novel","4794","T cell receptor signaling pathway ; Neurotrophin signaling pathway","RELA",1,"RELA",1,NA,0,NA,0,"RELA",1,NA,0,NA,0,1
"224","NGFR",205,"Novel","4804","Cytokine-cytokine receptor interaction ; Neurotrophin signaling pathway","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"225","NIFK",70,"Novel","84365",NA,"SF3B1, PA2G4, RRP1, RPS2, UBC, RPL19, RRP9",7,NA,0,"SF3B1",1,NA,0,NA,0,"SF3B1",1,NA,0,1
"226","NIPBL",103,"Novel","25836",NA,"RAD21",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"227","NPAS4",413,"Novel","266743",NA,"ARNT",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"228","NR4A1",309,"Novel","3164","MAPK signaling pathway","PSMD2, PSMC1, UBC",3,NA,0,NA,0,"PSMD2, PSMC1",2,NA,0,NA,0,"PSMD2, PSMC1",2,2
"229","NSFL1C",236,"Novel","55968",NA,"PSMD2, VCP, UBC",3,NA,0,NA,0,"PSMD2",1,NA,0,NA,0,"PSMD2",1,1
"230","NUP155",355,"Novel","9631","RNA transport","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"231","NUP188",395,"Novel","23511","RNA transport","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"232","NUP43",265,"Novel","348995","RNA transport","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"233","NXF1",104,"Novel","10482","RNA transport","SRSF1, RAE1, RANGAP1, RANBP2, FYTTD1, NXT1, UBC",7,NA,0,"SRSF1",1,NA,0,NA,0,"SRSF1",1,NA,0,1
"234","NXT1",359,"Novel","29107","RNA transport","NXF1",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"235","OASL",313,"Novel","8638",NA,"YARS, ACACB",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"236","OTUD5",340,"Novel","55593","RIG-I-like receptor signaling pathway","RPS27A",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"237","P4HB",106,"Novel","5034",NA,"CALR, HSP90B1, UBC",3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"238","PA2G4",243,"Novel","5036",NA,"NIFK, UBC, RAE1",3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"239","PAAF1",208,"Novel","80227",NA,"PSMC1, PSMD2, PSMC2, PSMD11, PSMD6, PSMD12, PSMD3, PSMD7, PSMC5, PSMC4, PSMD1",11,NA,0,NA,0,"PSMD6, PSMD12, PSMD11, PSMD7, PSMD3, PSMD2, PSMD1, PSMC5, PSMC4, PSMC2, PSMC1",11,NA,0,NA,0,"PSMD7, PSMD6, PSMD3, PSMD2, PSMD12, PSMD11, PSMD1, PSMC5, PSMC4, PSMC2, PSMC1",11,11
"240","PABPC4",315,"Novel","8761","RNA transport","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"241","PABPC5",406,"Novel","140886","RNA transport","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"242","PAFAH1B3",404,"Novel","5050","Ether lipid metabolism","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"243","PALB2",384,"Novel","79728",NA,"RAD51, BRCA2, MORF4L1",3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"244","PARD3",105,"Novel","56288","Chemokine signaling pathway ; Endocytosis ; Tight junction","CDH5, PARD6G, JAM3, UBC, YWHAH",5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"245","PARD6G",362,"Novel","84552","Endocytosis ; Tight junction","CDC42, CDH5, PARD3, C9orf172",4,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"246","PARK2",36,"Novel","5071",NA,"RPS27A, PSMA4, PSMA1, UBC, PSMC5, STUB1",6,NA,0,NA,0,"PSMC5, PSMA4, PSMA1",3,NA,0,NA,0,"PSMC5, PSMA4, PSMA1",3,3
"247","PARP1",173,"Novel","142","Base excision repair","POLB, PCNA, RELA, UBE2I, UBC, SUMO3",6,"RELA",1,NA,0,NA,0,"RELA",1,NA,0,NA,0,1
"248","PCNA",37,"Novel","5111","Cell cycle ; Base excision repair ; DNA replication ; Mismatch repair","RPS27A, UBE2I, ISG15, USP1, DAD1, CDC25C, PARP1, POLD4, POLE, UBE2V2, MUTYH, ING1, POLB, TBPL2, LIG1, POLD3, FAHD2B, SUMO3, UBB, MSH2, UBC",21,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"249","PDGFRA",281,"Novel","5156","Regulation of actin cytoskeleton ; Cytokine-cytokine receptor interaction ; MAPK signaling pathway ; Endocytosis ; Focal adhesion ; Prostate cancer ; Gap junction ; Melanoma","PDGFRB, UBC, STAT1",3,"STAT1",1,NA,0,NA,0,"STAT1",1,NA,0,NA,0,1
"250","PDGFRB",150,"Novel","5159","Regulation of actin cytoskeleton ; Cytokine-cytokine receptor interaction ; MAPK signaling pathway ; Focal adhesion ; Prostate cancer ; Gap junction ; Melanoma","SHC2, PDGFRA, PIK3R3, RPS27A, UBC, EGFR, STAT1",7,"PIK3R3, STAT1",2,NA,0,NA,0,"PIK3R3, STAT1",2,NA,0,NA,0,2
"251","PDIA3",289,"Novel","2923",NA,"CALR, UBC",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"252","PDLIM7",87,"Novel","9260",NA,"HSP90B1, C9orf172, UBC, RET",4,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"253","PFN1",247,"Novel","5216","Regulation of actin cytoskeleton ; Shigellosis","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"254","PGAM2",307,"Novel","5224",NA,"SH3GLB1, UBC, UBB",3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"255","PGAM5",82,"Novel","192111",NA,"BCL2L1, UBC",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"256","PHF12",156,"Novel","57649",NA,"SIN3B, MORF4L1, SIN3A, HDAC2",4,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"257","PHF21A",364,"Novel","51317",NA,"HDAC2",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"258","PHF5A",241,"Spliceosome","84844","Spliceosome","UBC, SF3B1, SF3B2, SF3B6",4,NA,0,"SF3B1, SF3B2",2,NA,0,NA,0,"SF3B2, SF3B1",2,NA,0,2
"259","PIK3R3",312,"Toll-like receptor signaling pathway","8503","Regulation of actin cytoskeleton ; Chagas disease (American trypanosomiasis) ; Toll-like receptor signaling pathway ; Toxoplasmosis ; Leukocyte transendothelial migration ; Chemokine signaling pathway ; Focal adhesion ; Amoebiasis ; Hepatitis C ; Osteoclast differentiation ; Fc gamma R-mediated phagocytosis ; Apoptosis ; Bacterial invasion of epithelial cells ; Pancreatic cancer ; Prostate cancer ; Jak-STAT signaling pathway ; T cell receptor signaling pathway ; Chronic myeloid leukemia ; Neurotrophin signaling pathway ; Fc epsilon RI signaling pathway ; Melanoma ; Natural killer cell mediated cytotoxicity ; VEGF signaling pathway ; Progesterone-mediated oocyte maturation ; Renal cell carcinoma","PDGFRB, EGFR",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"260","PIP5K1C",301,"Novel","23396","Regulation of actin cytoskeleton ; Endocytosis ; Focal adhesion ; Fc gamma R-mediated phagocytosis","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"261","PLA2G4A",398,"Novel","5321","MAPK signaling pathway ; Toxoplasmosis ; Fc gamma R-mediated phagocytosis ; Ether lipid metabolism ; GnRH signaling pathway ; Long-term depression ; Fc epsilon RI signaling pathway ; Arachidonic acid metabolism ; VEGF signaling pathway ; Linoleic acid metabolism","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"262","PLEKHO2",408,"Novel","80301","Cytokine-cytokine receptor interaction","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"263","PLK1",102,"Novel","5347","Cell cycle ; Progesterone-mediated oocyte maturation","CDC25C, BUB1B, RAD21, UBC",4,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
